sex,c_age_cat,race_African-American,race_Caucasian,priors_count,juv_other_count,juv_misd_count,juv_fel_count,c_charge_degree,decile_score,c_length_of_stay,is_recid,two_year_recid
1,0,1,0,0,0,0,0,1,3,0.00125,0,0
1,2,0,1,1,0,0,0,1,1,0.00125,0,0
1,1,0,1,2,0,0,0,1,3,0.00375,0,0
1,1,1,0,0,0,0,0,1,8,0.07625,1,1
1,0,0,1,0,0,0,0,1,5,0.0025,0,0
0,1,0,1,3,0,1,0,1,4,0.00125,0,0
1,1,1,0,7,1,2,0,1,8,0.00375,1,1
1,1,1,0,5,0,0,1,1,9,0.00375,1,1
1,0,1,0,1,1,1,0,1,2,0.00375,1,0
1,1,0,1,2,0,0,0,1,4,0.00125,1,1
1,0,0,1,2,0,0,0,1,5,0.005,0,0
1,0,1,0,0,0,0,0,0,3,0.0025,0,0
0,1,0,1,0,0,0,0,0,2,0.0,0,0
1,1,1,0,0,0,0,0,1,8,0.00375,0,0
1,1,1,0,1,0,0,0,1,3,0.0025,0,0
1,1,1,0,1,0,0,0,1,2,0.00375,0,0
1,1,0,1,0,0,0,0,0,1,0.0025,0,0
0,0,1,0,0,0,0,0,1,5,0.00125,0,0
1,2,0,1,0,0,0,0,0,1,0.0,0,0
1,1,1,0,3,1,0,0,1,1,0.0425,1,1
0,1,1,0,2,0,0,0,0,2,0.0025,0,0
0,2,0,1,4,0,0,0,1,1,0.00125,1,1
1,2,1,0,0,0,0,0,0,1,0.0,0,0
1,1,0,0,3,0,0,0,1,1,0.10500000000000001,1,1
1,1,1,0,2,0,0,0,1,4,0.00125,0,0
0,2,0,1,0,0,0,0,1,1,0.0025,1,1
1,0,1,0,0,0,0,0,1,4,0.0025,0,0
1,2,1,0,3,0,0,0,1,7,0.0,0,0
1,1,1,0,0,0,0,0,1,2,0.01625,1,1
1,1,1,0,5,1,0,0,0,6,0.035,0,0
1,1,0,1,0,0,0,0,1,1,0.00125,1,1
1,1,0,1,4,0,0,0,0,2,0.00375,0,0
1,1,0,0,1,0,0,0,0,6,0.03375,0,0
1,1,0,1,5,0,0,0,1,5,0.0825,1,1
0,1,1,0,0,0,0,0,1,3,0.0025,1,1
1,0,1,0,1,0,0,0,1,4,0.0025,1,1
1,1,0,0,1,0,0,0,0,1,0.14250000000000002,0,0
1,1,0,0,24,0,0,20,1,10,0.00125,1,1
1,1,0,0,12,0,1,0,1,9,0.01375,0,0
1,0,1,0,4,0,0,0,1,6,0.055,1,1
1,2,0,1,6,0,0,0,1,2,0.0025,1,1
1,0,0,0,0,0,0,0,0,3,0.0025,0,0
1,1,0,0,0,0,0,0,1,4,0.00125,0,0
1,1,1,0,23,0,0,0,1,7,0.505,1,1
1,1,1,0,13,0,1,0,1,10,0.0025,1,1
1,1,1,0,9,0,0,0,1,8,0.00375,1,1
1,1,0,0,0,0,0,0,0,1,0.00375,0,0
1,1,0,1,0,0,0,0,1,7,0.0025,0,0
1,2,0,1,1,0,0,0,0,1,0.00125,1,1
1,1,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,1,0,7,0,0,0,0,5,0.00125,0,0
1,1,1,0,5,0,0,0,1,7,0.00625,0,0
0,1,0,0,2,0,0,0,1,1,0.005,0,0
1,2,0,1,0,0,0,0,0,5,0.01375,0,0
1,1,1,0,5,0,0,0,1,9,0.00625,1,1
0,1,0,1,0,0,0,0,0,9,0.00625,0,0
1,0,1,0,0,0,0,0,1,2,0.00125,0,0
1,1,0,1,6,2,0,0,0,7,0.00125,0,0
1,1,1,0,2,0,0,0,1,5,0.00125,0,0
1,0,1,0,3,0,0,0,1,7,0.00625,1,1
1,1,0,1,2,0,0,0,0,4,0.0,0,0
0,0,1,0,0,0,0,0,0,2,0.0,0,0
1,1,1,0,8,0,0,0,1,8,0.026250000000000002,1,1
1,2,0,1,2,0,0,0,0,1,0.00125,1,1
0,0,0,0,0,0,0,0,1,4,0.00375,0,0
1,1,0,1,3,0,0,0,0,1,0.00125,0,0
1,0,1,0,2,0,0,0,0,8,0.00375,1,1
0,2,1,0,14,0,0,0,0,7,0.15375,1,1
1,1,0,1,9,0,0,0,0,7,0.00625,1,1
1,1,0,1,9,0,0,0,0,6,0.04125,0,0
1,0,1,0,1,0,0,0,0,3,0.00125,0,0
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,1,0,19,0,0,2,0,9,0.022500000000000003,1,1
1,1,1,0,1,0,0,0,1,4,0.02,1,0
0,1,1,0,0,0,0,0,1,5,0.00375,1,1
1,2,0,1,0,0,0,0,1,1,0.008749999999999999,0,0
1,1,0,1,0,0,0,0,0,4,0.00125,0,0
1,1,1,0,5,0,0,0,0,10,0.00125,0,0
1,1,1,0,11,0,1,4,1,10,0.1475,0,0
1,1,0,1,4,3,1,0,0,4,0.0025,1,1
1,1,1,0,0,0,0,0,0,2,0.0025,1,1
1,0,1,0,0,0,0,0,0,7,0.00125,0,0
1,1,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,1,0,10,0,0,0,0,4,0.007500000000000001,1,1
1,0,0,0,11,0,0,0,1,10,0.00125,1,1
1,0,1,0,0,0,0,0,1,3,0.0025,0,0
1,1,0,1,5,0,0,0,0,3,0.00125,1,1
1,1,0,1,1,0,0,0,1,9,0.0025,0,0
1,0,1,0,0,0,0,0,1,10,0.0025,1,1
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
0,1,0,1,3,1,0,0,1,4,0.0325,0,0
1,2,0,0,9,0,0,0,1,8,0.16375,1,1
1,0,0,1,1,0,0,0,1,3,0.00125,1,1
0,0,1,0,0,0,0,0,0,7,0.00125,1,1
1,0,0,0,1,1,0,0,1,3,0.00125,0,0
1,2,1,0,4,0,0,0,1,1,0.00375,0,0
1,2,0,0,1,0,0,0,1,1,0.0025,1,1
0,2,1,0,3,0,0,0,0,1,0.02375,0,0
1,0,0,1,3,2,1,0,0,5,0.00125,0,0
1,0,1,0,0,0,0,0,1,3,0.09,1,1
1,1,0,1,0,0,0,0,0,1,0.00125,0,0
1,0,0,0,3,0,0,0,1,10,0.05375,1,1
1,2,0,1,10,0,0,0,1,7,0.0925,1,1
1,1,0,1,1,0,0,0,1,1,0.00125,1,1
1,0,0,1,0,0,0,0,0,8,0.005,1,1
1,1,0,0,6,0,0,0,1,5,0.03375,0,0
1,0,1,0,0,0,0,0,1,8,0.0025,0,0
1,1,1,0,19,0,0,0,1,9,0.00125,1,1
0,0,1,0,1,0,0,0,0,3,0.00125,1,1
1,1,1,0,6,0,0,0,1,6,0.0025,0,0
1,0,1,0,2,1,0,0,1,9,0.34375,0,0
1,1,0,1,11,0,0,0,1,8,0.0025,1,1
1,1,1,0,0,0,0,0,1,1,0.00125,0,0
1,0,1,0,1,0,0,0,1,6,0.00125,1,1
1,0,0,0,3,0,2,0,1,2,0.00125,1,1
1,1,1,0,7,0,0,0,1,4,0.00125,1,1
1,0,1,0,2,0,0,0,1,4,0.0025,1,1
1,0,0,1,0,0,0,0,1,2,0.00125,0,0
1,1,0,0,0,0,0,0,0,1,0.0025,0,0
1,0,1,0,2,0,0,0,0,7,0.01625,1,1
1,0,1,0,0,1,0,0,1,9,0.00125,1,1
1,1,0,1,15,1,0,2,1,9,0.08875000000000001,1,1
1,1,1,0,2,0,0,0,0,2,0.0,1,1
1,1,1,0,10,0,0,0,1,9,0.00375,1,1
1,1,0,1,0,0,0,0,0,3,0.00125,0,0
1,2,0,1,8,0,0,0,1,3,0.21625,0,0
1,1,1,0,14,0,0,0,1,8,0.00375,1,1
1,1,1,0,13,0,1,0,1,8,0.00125,1,1
1,1,1,0,9,0,0,0,1,7,0.03125,1,1
1,1,1,0,0,0,0,0,0,1,0.0025,0,0
1,0,0,0,1,0,0,0,0,5,0.00125,1,1
1,2,1,0,1,0,0,0,1,1,0.07625,0,0
1,0,1,0,4,0,0,0,1,8,0.0425,0,0
1,1,0,1,1,0,0,0,1,7,0.03875,1,1
0,1,0,1,0,0,0,0,0,3,0.00125,0,0
1,0,1,0,3,0,0,0,0,7,0.008749999999999999,0,0
1,0,1,0,6,0,0,0,1,9,0.02375,1,1
1,1,0,1,0,0,0,0,0,1,0.0025,0,0
1,0,1,0,3,0,0,0,1,6,0.0025,1,1
1,0,1,0,0,0,0,0,1,5,0.005,0,0
1,1,0,1,0,0,0,0,0,4,0.00125,0,0
1,1,1,0,18,0,3,0,0,10,0.022500000000000003,0,0
1,1,1,0,1,0,0,0,1,9,0.36374999999999996,0,0
1,1,0,1,2,0,0,0,1,4,0.060000000000000005,1,1
1,0,0,1,3,1,0,0,0,4,0.00375,1,0
1,2,1,0,5,0,0,0,0,7,0.00625,0,0
1,1,0,0,0,0,0,0,0,1,0.0,0,0
1,2,0,0,0,0,0,0,0,1,0.0025,0,0
1,0,1,0,0,0,0,0,1,3,0.00125,1,1
1,1,1,0,7,0,0,0,1,5,0.00125,1,1
1,1,1,0,1,0,0,0,0,2,0.0025,0,0
1,0,0,1,0,0,0,0,1,3,0.005,0,0
1,1,1,0,10,0,0,0,0,10,0.13625,1,1
1,1,1,0,0,0,0,0,1,2,0.0025,0,0
1,1,1,0,2,0,0,0,1,2,0.00125,0,0
1,1,1,0,8,0,0,0,1,8,0.00125,1,1
1,0,1,0,1,0,0,0,1,3,0.00125,1,1
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,1,0,1,0,1,0,1,4,0.01125,0,0
1,0,0,1,0,0,0,0,1,5,0.0025,1,1
1,1,1,0,1,0,0,0,1,1,0.00375,0,0
0,0,1,0,6,0,0,0,0,6,0.38875,0,0
1,1,0,1,0,0,0,0,1,1,0.00375,0,0
1,0,0,1,1,0,0,0,1,3,0.0025,0,0
1,0,1,0,0,0,0,0,1,4,0.01,0,0
1,0,1,0,0,0,0,0,1,3,0.00125,0,0
1,0,0,1,0,0,0,0,1,4,0.00125,0,0
1,1,1,0,1,0,0,0,0,2,0.0025,0,0
1,1,0,1,9,0,0,0,0,5,0.00625,0,0
1,0,1,0,2,0,0,0,0,7,0.00125,0,0
1,1,1,0,0,0,0,0,1,5,0.00125,1,1
1,1,1,0,1,0,0,0,0,1,0.0025,0,0
1,1,0,1,0,0,0,0,1,4,0.036250000000000004,0,0
1,0,0,1,1,0,0,0,1,2,0.04625,1,1
1,1,0,0,3,0,0,0,0,5,0.00125,0,0
1,1,1,0,4,0,0,0,0,3,0.0025,1,1
1,2,0,1,3,0,0,0,0,1,0.0025,1,1
1,1,0,0,0,0,0,0,1,2,0.00125,0,0
1,2,1,0,0,0,0,0,1,1,0.00375,0,0
1,2,1,0,8,0,0,0,1,5,0.125,1,1
1,1,1,0,5,0,0,0,0,5,0.00125,1,0
1,1,1,0,9,0,0,0,1,8,0.0325,0,0
1,1,1,0,5,0,0,0,1,9,0.30374999999999996,1,1
0,0,0,1,0,0,0,0,1,4,0.0025,0,0
1,2,1,0,5,0,0,0,0,3,0.00125,0,0
1,2,0,1,0,0,0,0,1,1,0.00125,1,1
1,2,0,1,2,0,0,0,1,1,0.00375,0,0
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,2,1,0,4,0,0,0,1,3,0.0025,1,1
0,1,1,0,0,0,0,0,1,1,0.00125,0,0
1,0,0,0,2,0,0,2,1,8,0.0275,1,1
1,0,0,0,0,0,0,0,1,4,0.036250000000000004,0,0
1,1,1,0,21,0,0,0,1,9,0.08125,1,1
0,0,0,0,0,0,0,0,0,4,0.00125,0,0
1,1,1,0,1,0,0,0,1,4,0.0025,0,0
1,1,1,0,8,0,0,0,1,8,0.0175,1,1
1,0,1,0,1,0,0,0,1,6,0.01,0,0
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,0,1,0,1,1,0,0,1,7,0.00125,1,1
1,1,0,1,1,0,0,0,0,1,0.00125,1,1
1,2,0,1,0,0,0,0,0,2,0.018750000000000003,1,1
1,1,1,0,2,0,0,0,1,9,0.00125,0,0
0,1,1,0,11,0,1,0,1,8,0.02,1,1
1,1,1,0,4,0,0,0,0,5,0.0375,0,0
1,1,1,0,14,0,1,0,1,9,0.00375,1,1
1,1,1,0,2,0,0,0,1,5,0.00125,0,0
1,1,1,0,5,0,0,0,1,1,0.25375,1,1
1,1,1,0,0,0,0,0,1,10,0.043750000000000004,1,1
1,1,0,1,7,0,0,0,1,10,0.0025,1,1
1,1,1,0,8,1,0,0,1,4,0.00625,0,0
1,1,0,0,5,0,0,0,1,6,0.005,1,0
0,1,1,0,1,0,0,0,0,1,0.0025,0,0
1,0,0,1,4,0,0,0,1,4,0.23,0,0
0,1,1,0,0,0,0,0,0,1,0.0025,0,0
1,0,0,0,1,0,0,0,1,5,0.00125,0,0
1,1,0,1,1,0,0,0,1,1,0.0625,1,1
1,2,1,0,1,0,0,0,1,1,0.00375,0,0
1,1,0,1,0,0,0,0,0,3,0.00375,1,1
0,1,1,0,4,0,0,0,0,1,0.0025,0,0
1,1,1,0,4,1,0,0,1,4,0.0025,0,0
1,2,1,0,0,0,0,0,0,1,0.0025,0,0
1,1,1,0,2,0,0,0,0,2,0.0025,0,0
1,2,1,0,5,0,0,0,1,2,0.01625,0,0
1,0,1,0,0,0,0,0,1,3,0.0025,0,0
1,0,1,0,4,0,0,0,1,7,0.00125,1,1
1,0,1,0,0,0,0,0,0,5,0.00125,1,0
1,1,0,1,1,0,0,0,0,1,0.00375,0,0
0,0,1,0,1,0,0,0,1,4,0.00125,0,0
1,0,1,0,13,0,1,0,0,10,0.0,1,1
1,1,1,0,9,0,0,0,1,7,0.00125,0,0
1,1,0,1,1,1,0,0,1,2,0.0025,0,0
1,1,0,1,0,0,0,0,1,1,0.14625,0,0
0,1,0,1,1,0,0,0,0,2,0.00125,0,0
1,1,1,0,3,1,0,0,1,2,0.00125,1,0
0,2,1,0,7,0,0,0,0,4,0.0025,0,0
1,0,1,0,0,0,0,0,1,5,0.06375,0,0
1,1,0,0,16,0,0,0,1,10,0.60375,1,1
1,1,1,0,2,0,0,0,1,7,0.005,1,1
0,0,1,0,0,0,0,0,0,4,0.00125,0,0
1,0,1,0,1,0,0,0,1,6,0.0025,0,0
0,0,0,1,1,0,0,0,1,5,0.0025,0,0
1,1,1,0,13,0,0,0,0,10,0.00125,1,1
1,2,1,0,0,0,0,0,1,1,0.00375,1,0
1,1,1,0,2,0,0,0,1,2,0.00125,0,0
0,1,0,0,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,0,0,0,0,0,1,0.0,0,0
1,0,0,1,0,1,0,0,0,4,0.00125,1,1
1,1,1,0,0,0,0,0,1,8,0.0025,1,0
1,1,0,0,2,0,0,0,1,3,0.012499999999999999,1,1
1,1,0,0,2,0,0,0,1,8,0.2025,1,1
1,0,1,0,1,0,0,0,1,10,0.02,1,1
1,0,1,0,3,0,0,0,1,6,0.0025,1,1
1,1,1,0,2,0,0,0,0,4,0.00375,1,0
1,0,0,0,0,0,0,0,1,4,0.00125,1,1
1,1,0,1,2,1,0,0,0,4,0.005,1,0
1,2,1,0,1,0,0,0,1,2,0.00125,0,0
1,1,0,0,8,0,0,0,1,5,0.00125,1,1
1,1,0,0,5,0,0,0,1,3,0.00375,1,1
1,0,1,0,1,0,0,0,0,4,0.00125,1,1
0,1,0,1,0,0,0,0,0,1,0.00125,0,0
1,2,0,1,2,0,0,0,0,8,0.00625,1,0
1,1,1,0,11,0,0,0,1,6,0.05625,1,1
1,0,0,0,0,0,0,0,1,7,0.00125,0,0
1,1,1,0,7,1,1,0,1,5,0.00125,1,1
1,1,0,0,0,0,0,0,1,3,0.00375,1,1
0,1,0,1,7,0,0,0,1,8,0.01125,0,0
1,1,0,1,0,0,0,0,1,3,0.0025,0,0
1,1,0,0,3,0,0,0,1,7,0.00125,0,0
1,1,0,0,4,0,1,0,1,2,0.00125,1,1
1,2,0,1,4,0,0,0,1,1,0.007500000000000001,0,0
1,0,0,1,0,0,0,0,1,4,0.02375,0,0
1,0,1,0,1,0,0,0,1,9,0.0,0,0
1,1,0,1,0,0,0,0,1,2,0.0025,0,0
1,0,1,0,1,0,0,0,1,6,0.008749999999999999,1,1
1,1,0,0,0,0,0,0,1,1,0.00125,0,0
1,1,0,1,7,1,0,0,0,7,0.035,1,1
1,1,0,1,0,0,0,0,0,3,0.02375,0,0
1,1,1,0,13,1,2,0,1,6,0.018750000000000003,1,1
1,1,0,1,2,0,0,0,1,5,0.01,1,1
1,0,0,1,0,0,0,0,1,2,0.005,1,1
1,1,1,0,4,0,0,2,1,10,0.10875,1,1
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
0,1,1,0,0,0,0,0,0,8,0.008749999999999999,1,1
1,0,0,0,0,0,0,0,1,5,0.008749999999999999,1,1
1,2,0,1,1,0,0,0,0,1,0.007500000000000001,1,1
1,1,1,0,4,0,0,0,1,5,0.00125,0,0
1,0,0,1,5,2,0,0,1,8,0.00625,1,1
1,0,0,1,0,2,0,0,1,7,0.00375,1,1
1,0,1,0,2,0,0,0,1,5,0.03375,0,0
1,1,1,0,1,0,0,0,1,4,0.0025,1,1
1,2,0,0,2,0,0,0,1,1,0.0025,0,0
1,0,1,0,0,1,0,0,1,3,0.0,0,0
1,1,1,0,4,0,0,0,1,4,0.11625,0,0
1,1,0,1,0,0,0,0,0,1,0.00125,0,0
0,0,0,0,0,0,0,0,0,2,0.00125,0,0
1,0,0,0,0,0,0,0,1,6,0.007500000000000001,0,0
1,1,1,0,1,0,0,0,1,1,0.0025,1,1
0,0,0,1,0,0,0,0,1,8,0.04625,0,0
1,2,0,1,2,0,0,0,0,1,0.0025,0,0
1,1,1,0,9,0,0,0,1,6,0.00375,0,0
1,2,0,0,0,0,0,0,0,1,0.00125,0,0
0,1,1,0,0,0,0,0,0,2,0.00125,0,0
1,0,1,0,3,0,0,0,1,6,0.16125,1,0
1,0,1,0,0,0,0,0,1,7,0.0025,1,1
0,1,0,0,3,0,0,0,0,3,0.0025,1,1
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,0,0,0,0,1,2,0.00125,0,0
1,0,0,0,0,0,0,0,0,4,0.0025,0,0
1,1,0,1,9,0,0,0,1,9,0.06875,1,1
1,0,1,0,0,0,0,0,1,9,0.00125,1,1
1,1,1,0,4,0,0,0,1,8,0.10125,1,0
1,1,0,1,1,0,0,0,1,6,0.08750000000000001,1,1
1,0,0,1,2,0,0,0,1,5,0.00125,0,0
0,2,1,0,4,0,0,0,1,4,0.00125,0,0
0,1,1,0,0,0,0,0,1,1,0.0025,0,0
1,1,1,0,12,0,0,0,1,10,0.007500000000000001,1,1
1,1,0,1,0,0,0,0,0,1,0.0,0,0
0,0,1,0,5,0,0,0,1,7,0.00125,0,0
1,0,1,0,2,0,0,1,1,7,0.02375,0,0
1,1,0,1,0,0,0,0,0,3,0.00125,0,0
1,1,0,1,1,0,0,0,1,6,0.00375,0,0
1,2,0,1,11,0,0,0,1,1,0.01625,1,1
1,2,0,1,2,0,0,0,1,1,0.0025,0,0
1,2,1,0,4,0,0,0,0,2,0.01,1,0
0,1,0,0,15,0,0,0,1,10,0.0025,1,1
1,2,1,0,21,0,0,0,1,6,0.1075,1,1
0,2,0,1,1,0,0,0,1,1,0.0025,0,0
0,1,0,1,0,0,0,0,1,1,0.00125,0,0
1,1,1,0,0,0,0,0,0,2,0.0025,0,0
1,0,0,1,5,0,2,0,0,7,0.00125,1,1
1,1,1,0,26,1,0,0,1,10,0.0025,1,1
1,0,1,0,1,0,0,0,1,9,0.0625,1,1
1,0,1,0,0,0,0,0,1,6,0.0025,0,0
1,0,1,0,4,0,0,0,1,10,0.00125,1,1
0,1,1,0,3,0,0,0,1,5,0.0025,1,1
1,1,0,1,3,0,0,0,1,4,0.01625,1,1
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,11,0,0,0,1,9,0.00125,1,1
1,1,1,0,5,0,0,0,1,5,0.00375,1,1
1,1,0,0,4,0,0,0,0,1,0.00375,1,1
1,1,1,0,18,0,0,0,1,4,0.012499999999999999,1,1
1,1,1,0,15,0,0,0,1,6,0.07,0,0
1,1,1,0,0,0,0,0,1,4,0.00125,0,0
1,1,1,0,8,0,0,0,0,2,0.0025,1,1
1,1,0,0,3,0,0,0,1,4,0.00125,0,0
0,1,0,1,0,0,0,0,1,3,0.00125,0,0
0,0,0,0,0,0,0,0,0,5,0.01375,1,1
1,1,0,0,0,0,0,0,0,1,0.00125,0,0
1,1,0,1,6,0,0,0,0,5,0.0025,0,0
1,1,1,0,3,0,0,0,1,2,0.0025,1,1
0,1,1,0,0,0,0,0,0,2,0.00125,0,0
0,1,0,1,2,0,0,0,1,5,0.015,1,1
1,1,1,0,3,0,0,0,1,2,0.0025,0,0
1,1,0,1,1,0,0,0,0,3,0.0025,0,0
1,1,0,1,5,0,0,0,1,5,0.0025,1,1
1,1,0,0,1,0,1,0,0,3,0.0025,0,0
1,2,0,1,1,0,0,0,0,1,0.00125,0,0
1,1,0,1,2,0,0,0,1,4,0.00125,0,0
1,2,0,1,0,0,0,0,0,1,0.00375,0,0
0,1,0,1,4,0,0,0,0,8,0.06875,1,1
1,1,0,1,9,0,0,0,1,6,0.0025,0,0
0,1,0,1,0,0,0,0,1,2,0.0025,0,0
1,0,0,1,0,0,0,0,1,4,0.00375,0,0
1,0,1,0,0,0,0,0,1,4,0.0025,1,1
1,1,1,0,4,0,0,0,0,8,0.02,1,1
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
1,1,1,0,4,0,0,0,1,10,0.0025,0,0
1,1,0,1,0,0,0,0,0,4,0.0025,1,1
1,0,1,0,3,0,0,0,1,10,0.0425,1,1
1,2,1,0,1,0,0,0,1,1,0.01,0,0
1,1,0,1,3,0,0,0,1,1,0.0025,1,1
0,1,0,0,0,0,0,0,0,3,0.0025,1,1
1,1,1,0,14,0,0,0,1,8,0.0025,1,1
1,0,1,0,0,0,0,0,0,6,0.00125,0,0
1,2,0,1,0,0,0,0,1,1,0.00125,0,0
1,1,1,0,37,0,5,0,0,7,0.03875,1,1
1,0,1,0,2,0,0,0,1,6,0.2975,0,0
1,1,1,0,0,0,0,0,0,1,0.0025,1,1
1,1,1,0,2,0,0,0,1,7,0.24125,1,1
0,1,0,1,2,0,0,0,1,3,0.0025,0,0
0,1,1,0,7,0,0,0,1,3,0.00375,1,1
1,1,1,0,0,0,0,0,0,3,0.0025,1,1
1,1,1,0,1,0,0,0,1,1,0.0175,0,0
0,1,1,0,3,0,0,0,1,4,0.00625,1,1
1,1,1,0,1,0,0,0,1,2,0.00125,1,1
1,1,1,0,0,0,0,0,1,4,0.0025,0,0
1,1,1,0,1,0,0,0,1,1,0.0025,0,0
1,1,1,0,15,0,2,0,1,9,0.00375,1,1
1,2,1,0,6,0,0,0,1,7,0.0175,1,1
1,0,1,0,17,0,0,0,1,9,0.16375,1,1
1,1,0,0,0,0,0,0,1,1,0.0025,1,1
1,0,1,0,1,1,0,0,1,9,0.30374999999999996,1,1
0,1,0,0,1,0,0,0,1,2,0.0025,1,1
1,0,1,0,0,1,0,0,1,3,0.00125,0,0
1,2,0,0,9,0,0,0,1,7,0.0425,1,1
0,1,0,0,0,0,0,0,1,1,0.0025,0,0
0,1,1,0,1,0,0,0,1,4,0.008749999999999999,0,0
1,1,1,0,1,0,0,0,0,2,0.00125,1,1
1,1,1,0,10,0,0,0,1,5,0.012499999999999999,1,1
1,0,0,1,1,2,1,0,1,8,0.01625,0,0
1,1,0,1,6,0,0,0,1,5,0.0025,1,1
1,2,1,0,1,0,0,0,0,1,0.08875000000000001,1,1
1,2,0,1,0,0,0,0,0,1,0.00125,0,0
0,1,1,0,9,3,0,0,0,8,0.26875,1,1
1,1,0,1,0,0,0,0,0,1,0.0025,0,0
1,1,1,0,10,0,0,0,1,6,0.01125,1,1
1,0,0,1,3,0,0,0,1,8,0.16,1,1
1,1,0,0,0,0,0,0,1,1,0.02875,1,1
1,2,1,0,0,0,0,0,0,5,0.005,0,0
1,0,1,0,3,2,2,1,1,10,0.00125,1,1
1,1,1,0,13,0,0,3,1,10,0.00125,0,0
1,1,1,0,3,0,0,0,0,1,0.026250000000000002,1,1
1,1,1,0,5,0,0,0,1,4,0.007500000000000001,1,1
1,2,1,0,2,0,0,0,1,1,0.005,0,0
1,0,0,1,0,0,0,0,0,8,0.012499999999999999,1,1
1,2,0,1,1,0,0,0,0,1,0.0025,0,0
0,0,0,1,0,0,0,0,1,3,0.0025,1,1
1,0,1,0,0,0,0,0,0,6,0.00375,0,0
1,1,1,0,1,0,0,0,1,3,0.00375,0,0
0,1,0,1,0,0,0,0,1,2,0.0025,0,0
1,0,0,1,0,0,0,0,0,2,0.00125,0,0
1,1,0,1,0,0,0,0,1,4,0.0,1,1
1,1,1,0,2,0,0,0,1,5,0.0,1,1
1,1,0,1,3,0,0,0,1,3,0.0025,0,0
1,1,1,0,3,0,0,0,0,2,0.00375,1,1
1,1,1,0,7,0,0,0,1,5,0.01375,1,1
1,1,1,0,1,0,0,0,1,2,0.00125,0,0
1,1,0,1,0,0,0,0,1,5,0.051250000000000004,1,1
0,1,0,1,2,0,0,0,1,2,0.00125,0,0
1,0,0,0,6,0,0,1,1,10,0.27375,1,1
1,1,1,0,21,0,1,0,1,10,0.00375,1,1
0,1,0,1,0,0,0,0,0,1,0.0025,0,0
1,0,1,0,0,0,0,0,1,6,0.005,1,1
0,1,1,0,0,0,0,0,0,2,0.00125,0,0
1,1,1,0,25,0,0,0,1,10,0.051250000000000004,1,1
0,0,0,1,0,0,0,0,1,6,0.00375,0,0
1,0,0,1,0,0,0,0,0,6,0.007500000000000001,1,1
1,1,0,1,0,0,0,0,1,1,0.00125,0,0
1,2,0,1,0,0,0,0,1,7,0.0025,1,1
1,1,0,1,0,0,0,0,1,2,0.0025,1,1
1,1,0,1,1,0,0,0,0,3,0.03125,0,0
0,1,1,0,12,0,0,0,1,7,0.00125,1,1
1,1,1,0,3,0,0,0,1,1,0.00125,0,0
1,1,1,0,15,0,0,0,1,3,0.00125,1,1
1,1,1,0,9,0,0,0,1,3,0.02125,1,1
0,0,1,0,1,0,0,0,1,3,0.00625,0,0
1,0,1,0,1,0,1,0,0,8,0.00125,1,0
1,2,1,0,1,0,0,0,1,1,0.00125,0,0
1,1,0,1,1,0,0,0,0,2,0.00125,0,0
1,0,1,0,3,0,0,0,1,6,0.00125,1,1
1,1,0,1,1,0,0,0,0,1,0.0025,1,1
1,1,0,1,1,0,0,0,1,3,0.00125,0,0
1,0,0,1,1,1,0,0,1,5,0.0275,1,1
1,2,0,0,2,0,0,0,1,1,0.00125,0,0
1,0,1,0,1,0,0,0,1,2,0.0025,1,1
1,1,0,1,5,0,0,0,1,5,0.00125,0,0
1,1,1,0,6,0,0,0,0,8,0.0025,1,1
1,2,1,0,1,0,0,0,0,2,0.00125,0,0
0,1,1,0,2,0,0,0,0,4,0.0025,1,1
1,1,0,1,0,0,0,0,0,1,0.00375,0,0
1,1,1,0,22,0,0,0,1,7,0.0025,1,1
1,1,1,0,4,0,0,0,1,2,0.00375,1,1
1,1,0,1,2,0,0,0,1,1,0.00125,0,0
0,0,1,0,1,0,0,0,1,9,0.005,0,0
1,1,0,0,0,0,0,0,0,2,0.0025,0,0
1,0,1,0,3,0,0,0,1,7,0.0025,0,0
1,0,1,0,2,0,0,0,1,2,0.0025,0,0
1,1,1,0,7,0,0,0,1,4,0.06875,1,1
0,1,1,0,14,2,3,0,1,10,0.007500000000000001,1,1
1,0,0,1,2,0,0,0,0,6,0.0025,0,0
1,0,1,0,6,0,0,0,1,10,0.0025,1,1
1,1,0,0,1,0,0,0,1,1,0.00125,1,1
1,0,1,0,2,0,0,0,0,4,0.036250000000000004,0,0
1,2,0,0,0,0,0,0,1,1,0.0025,0,0
0,0,1,0,0,0,0,0,1,5,0.00125,0,0
1,0,0,1,0,0,0,0,1,3,0.00125,0,0
